sheet,collection,excel_row,sku_raw,sku_normalized,demo_alias_sku,title,dimensions,currency,retail_solid,retail_black_gloss_bi,retail_ldsp,finish_prices,on_live_demo,demo_sku_match,note
ВВ,Willie Winkie,44,66-4,WW-BODY-66-4,,Стол письменный 2-тумб.ЯЯ,в780_ш1540_г700,RUB,132990.0,,91450.0,"{""motif_cat_1"": 132990.0, ""motif_cat_2"": 136290.0, ""motif_cat_3"": 139700.0, ""ldsp_cat_4"": 91450.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,45,67-1,WW-BODY-67-1,,Стол рабочий,В.780 х Ш.1300 х Гл.720,RUB,85250.0,,75200.0,"{""motif_cat_1"": 85250.0, ""motif_cat_2"": 85250.0, ""motif_cat_3"": 85250.0, ""ldsp_cat_4"": 75200.0}",1,RL-67-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,46,64-1,WW-BODY-64-1,,Стол-бюро,В.1170 х Ш.1300 х Гл.720,RUB,133760.0,,91800.0,"{""motif_cat_1"": 133760.0, ""motif_cat_2"": 136950.0, ""motif_cat_3"": 140360.0, ""ldsp_cat_4"": 91800.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,47,83-1,WW-BODY-83-1,,Столешница пеленальная съемная,В.150 х Ш.881 х Гл.750,RUB,15180.0,,0.0,"{""motif_cat_1"": 15180.0, ""motif_cat_2"": 15950.0, ""motif_cat_3"": 16700.0, ""ldsp_cat_4"": 0.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,48,81-1,WW-BODY-81-1,,Столик  детский,В.540 х Ш.600 х Гл.440,RUB,22660.0,,0.0,"{""motif_cat_1"": 22660.0, ""motif_cat_2"": 23760.0, ""motif_cat_3"": 24970.0, ""ldsp_cat_4"": 0.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,49,06-1,WW-BODY-06-1,,Столик туалетный с зеркалом,В.1613 х Ш.1140 х Гл.440,RUB,59730.0,,0.0,"{""motif_cat_1"": 59730.0, ""motif_cat_2"": 62700.0, ""motif_cat_3"": 65670.0, ""ldsp_cat_4"": 0.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,50,23-1,WW-BODY-23-1,,Стул,В.1020 х Ш.485 х Гл.545,RUB,27610.0,,0.0,"{""motif_cat_1"": 27610.0, ""motif_cat_2"": 27610.0, ""motif_cat_3"": 27610.0, ""ldsp_cat_4"": 0.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,51,82-1,WW-BODY-82-1,,Стульчик  детский,В.600 х Ш.250 х Гл.290,RUB,13310.0,,0.0,"{""motif_cat_1"": 13310.0, ""motif_cat_2"": 13750.0, ""motif_cat_3"": 14410.0, ""ldsp_cat_4"": 0.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,52,42-1,WW-BODY-42-1,,Тумба для телевизора,В.550 х Ш.1508 х Гл.440,RUB,69520.0,,61800.0,"{""motif_cat_1"": 69520.0, ""motif_cat_2"": 73150.0, ""motif_cat_3"": 76560.0, ""ldsp_cat_4"": 61800.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,53,08-1,WW-BODY-08-1,,Тумбочка прикроватная,В.500 х Ш.440 х Гл.440,RUB,25510.0,,22300.0,"{""motif_cat_1"": 25510.0, ""motif_cat_2"": 27170.0, ""motif_cat_3"": 27830.0, ""ldsp_cat_4"": 22300.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,54,30-1,WW-BODY-30-1,,Часы,В.374 х Ш.288 х Гл.42,RUB,11990.0,,0.0,"{""motif_cat_1"": 11990.0, ""motif_cat_2"": 11990.0, ""motif_cat_3"": 11990.0, ""ldsp_cat_4"": 0.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,55,01-1,WW-BODY-01-1,,Шкаф для одежды 1-дв. 440 (ручка лев/прав),В.1973 х Ш.780 х Гл.440,RUB,120670.0,,79550.0,"{""motif_cat_1"": 120670.0, ""motif_cat_2"": 126720.0, ""motif_cat_3"": 132660.0, ""ldsp_cat_4"": 79550.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,56,01-2,WW-BODY-01-2,,Шкаф для одежды 1-дв. 560 (ручка лев/прав),В.1973 х Ш.780 х Гл.560,RUB,133430.0,,87850.0,"{""motif_cat_1"": 133430.0, ""motif_cat_2"": 140140.0, ""motif_cat_3"": 146850.0, ""ldsp_cat_4"": 87850.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,57,01-3,WW-BODY-01-3,,Шкаф для одежды 1-дв.(высокий)560 (ручка лев/прав),В.2220 х Ш.780 х Гл.560,RUB,142450.0,,93800.0,"{""motif_cat_1"": 142450.0, ""motif_cat_2"": 149490.0, ""motif_cat_3"": 156750.0, ""ldsp_cat_4"": 93800.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,58,02-1,WW-BODY-02-1,,Шкаф для одежды 2-дв. 440,В.1973 х Ш.1040 х Гл.440,RUB,148280.0,,111150.0,"{""motif_cat_1"": 148280.0, ""motif_cat_2"": 159060.0, ""motif_cat_3"": 185350.0, ""ldsp_cat_4"": 111150.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,59,02-2,WW-BODY-02-2,,Шкаф для одежды 2-дв.560,В.1973 х Ш.1040 х Гл.560,RUB,163450.0,,121000.0,"{""motif_cat_1"": 163450.0, ""motif_cat_2"": 175340.0, ""motif_cat_3"": 201740.0, ""ldsp_cat_4"": 121000.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,60,02-3,WW-BODY-02-3,,"Шкаф для одежды 2-дв.,высокий,560",В.2220 х Ш.1040 х Гл.560,RUB,187000.0,,132700.0,"{""motif_cat_1"": 187000.0, ""motif_cat_2"": 195800.0, ""motif_cat_3"": 221760.0, ""ldsp_cat_4"": 132700.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,61,03-1,WW-BODY-03-1,,Шкаф для одежды 3-дв.440,В.1973 х Ш.1540 х Гл.440,RUB,207900.0,,151050.0,"{""motif_cat_1"": 207900.0, ""motif_cat_2"": 217690.0, ""motif_cat_3"": 252450.0, ""ldsp_cat_4"": 151050.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,62,03-2,WW-BODY-03-2,,Шкаф для одежды 3-дв.560,В.1973 х Ш.1540 х Гл.560,RUB,228140.0,,164050.0,"{""motif_cat_1"": 228140.0, ""motif_cat_2"": 238920.0, ""motif_cat_3"": 273900.0, ""ldsp_cat_4"": 164050.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,63,03-3,WW-BODY-03-3,,"Шкаф для одежды 3-дв.высокий ,560",В.2220 х Ш.1540 х Гл.560,RUB,249040.0,,178000.0,"{""motif_cat_1"": 249040.0, ""motif_cat_2"": 260810.0, ""motif_cat_3"": 296340.0, ""ldsp_cat_4"": 178000.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,64,61-1,WW-BODY-61-1,,Шкаф книжный со стеклом 440,В.1973 х Ш.940 х Гл.440,RUB,132550.0,,88250.0,"{""motif_cat_1"": 132550.0, ""motif_cat_2"": 135520.0, ""motif_cat_3"": 138820.0, ""ldsp_cat_4"": 88250.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,65,61-2,WW-BODY-61-2,,Шкаф книжный со стеклом 560,В.1973 х Ш.940 х Гл.560,RUB,138600.0,,92700.0,"{""motif_cat_1"": 138600.0, ""motif_cat_2"": 141680.0, ""motif_cat_3"": 145200.0, ""ldsp_cat_4"": 92700.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,66,61-3,WW-BODY-61-3,,"Шкаф книжный со стеклом,высокий,560",В.2220 х Ш.940 х Гл.560,RUB,150370.0,,100500.0,"{""motif_cat_1"": 150370.0, ""motif_cat_2"": 153780.0, ""motif_cat_3"": 157520.0, ""ldsp_cat_4"": 100500.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,67,40-1,WW-BODY-40-1,,Шкаф комбинированный   440,В.1973 х Ш.1930 х Гл.440,RUB,239360.0,,177550.0,"{""motif_cat_1"": 239360.0, ""motif_cat_2"": 250580.0, ""motif_cat_3"": 278300.0, ""ldsp_cat_4"": 177550.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,68,40-2,WW-BODY-40-2,,Шкаф комбинированный   560,В.1973 х Ш.1930 х Гл.560,RUB,272580.0,,200000.0,"{""motif_cat_1"": 272580.0, ""motif_cat_2"": 285340.0, ""motif_cat_3"": 313170.0, ""ldsp_cat_4"": 200000.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,69,40-3,WW-BODY-40-3,,"Шкаф комбинированный,высокий,560",В.2220 х Ш.1930 х Гл.560,RUB,298100.0,,207950.0,"{""motif_cat_1"": 298100.0, ""motif_cat_2"": 312180.0, ""motif_cat_3"": 327250.0, ""ldsp_cat_4"": 207950.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ВВ,Willie Winkie,70,07-1,WW-BODY-07-1,,Ящик для игрушек с подъем. мех.,В.452 х Ш.744 х Гл.444,RUB,41360.0,,0.0,"{""motif_cat_1"": 41360.0, ""motif_cat_2"": 44330.0, ""motif_cat_3"": 47410.0, ""ldsp_cat_4"": 0.0}",0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОКСФОРД,Oxford,7,OX-90-1,OX-90-1,,Комплекс Оксфорд-1 с выдвижной столешницей без  нижней кровати,В.1930 х Ш.2605 х Гл.1392/1700,RUB,406200.0,,,,0,,
ОКСФОРД,Oxford,8,OX-14-1,OX-14-1,,Комплекс Оксфорд-1 (нижняя кровать без матраса 90*185),В.257 х Ш.945 х Дл.1895,RUB,29000.0,,,,0,,
ОКСФОРД,Oxford,9,OX-14-11,OX-14-11,,Нижняя кровать без матраса увеличенная (120*185),В.257 х Ш.1245 х Дл.1895,RUB,37000.0,,,,0,,
ОКСФОРД,Oxford,10,OX-90-2,OX-90-2,,Комплекс Оксфорд-2  без выдвижной столешницы с нижней кроватью и матрасом в чехле (ткани в ассортименте),В.1930 х Ш.2605 х Гл.1392/1700,RUB,386700.0,,,,0,,
ОКСФОРД,Oxford,11,OX-14-2,OX-14-2,,"Комплекс Оксфорд-2 (нижняя кровать 90*185 с матрасом в чехле, ткани в ассортименте)",В.257* Ш.953* Дл.1950,RUB,64600.0,,,,0,,
ОКСФОРД,Oxford,12,OX-90-3,OX-90-3,,КомплексОксфорд-3 со шкафом и столом (без нижней кровати),В.1930 х Ш.2605 х Гл.1392,RUB,416600.0,,,,0,,
ОКСФОРД,Oxford,13,OX-90-4,OX-90-4,,Комплекс Oxford-4 Кровать-чердак - без полок и ящиков внутри  (без нижней кровати),В.1930 х Ш.2605 х Гл.1392,RUB,280000.0,,,,0,,
ОКСФОРД,Oxford,14,OX-84-2,OX-84-2,,Бортик к кровати большой,В.300 х Ш.1000 х Гл.40,RUB,6800.0,,,,0,,
ОКСФОРД,Oxford,15,OX-84-1,OX-84-1,,Бортик к кровати малый,В.300 х Ш.700 х Гл.40,RUB,4800.0,,,,0,,
ОКСФОРД,Oxford,16,OX-08-1,OX-08-1,,Тумба прикроватная (для верхнего яруса),500*395*440,RUB,33900.0,,,,0,,
ОКСФОРД,Oxford,17,S-OX-04,S-OX-04,,Полка навесная квадратная Оксфорд,404*416*300,RUB,10600.0,,,,0,,
ОКСФОРД,Oxford,18,S-OX-03,S-OX-03,,Полка навесная квадратная с 3-мя ящиками OXFORD,размеры уточнять,RUB,26200.0,,,,0,,
ОКСФОРД,Oxford,19,S-OX-02,S-OX-02,,Стеновая панель на всю длину ОКСФОРД,размеры уточнять,RUB,75900.0,,,,0,,
ОКСФОРД,Oxford,20,S-OX-05,S-OX-05,,Ступени с перилами и ящиками ОКСФОРД,размеры уточнять,RUB,77100.0,,,,0,,
ОКСФОРД,Oxford,21,SH-99-1,SH-99-1,,Комплекс Милый дом (без кровати),В.2500 х Ш.1764 х Гл.1000/2065,RUB,301900.0,,,,0,,
ОКСФОРД,Oxford,22,SH-14-1,SH-14-1,,Комплекс Милый дом (кровать 90*190),В.820 х Ш.1002 х Дл.2045,RUB,41100.0,,,,0,,
ОКСФОРД,Oxford,23,SH-84-2,SH-84-2,,Бортик к кровати большой,В.300 х Ш.1000 х Гл.40,RUB,6800.0,,,,0,,
ОКСФОРД,Oxford,24,SH-84-1,SH-84-1,,Бортик к кровати малый,В.300 х Ш.700 х Гл.40,RUB,4800.0,,,,0,,
ОКСФОРД,Oxford,25,MC-99-1,MC-99-1,,Комплекс Мой замок (без кровати),В.2500 х Ш.1730 х Гл.960/2015,RUB,289000.0,,,,0,,
ОКСФОРД,Oxford,26,MC-14-1,MC-14-1,,Комплекс Мой замок (кровать 90*190),В.700 х Ш.994 х Дл.1995,RUB,41700.0,,,,0,,
ОКСФОРД,Oxford,27,MC-84-2,MC-84-2,,Бортик к кровати большой,В.300 х Ш.1000 х Гл.40,RUB,6600.0,,,,0,,
ОКСФОРД,Oxford,28,MC-84-1,MC-84-1,,Бортик к кровати малый,В.300 х Ш.700 х Гл.40,RUB,4800.0,,,,0,,
ОКСФОРД,Oxford,29,Ox-1-1-N,OX-1-1-N,,Съемный чехол в стандартной ткани  1-2 категории на нижнюю кровать,900*1850*H200,RUB,13500.0,,,,0,,
ПРОВАНС,Provence,9,55-2,PV-55-2,,Банкетка большая,В.450 х Ш.850 х Гл.400,RUB,26700.0,,,"{""provence_white"": 26700.0, ""provence_dark"": 28100.0}",1,PV-55-2,
ПРОВАНС,Provence,10,55-1,PV-55-1,,Банкетка малая,В.450 х Ш.470 х Гл.400,RUB,19900.0,,,"{""provence_white"": 19900.0, ""provence_dark"": 18400.0}",1,PV-55-1,
ПРОВАНС,Provence,11,09-1,PV-09-1,,Зеркало навесное,В.800 х Ш.600 х Гл.30,RUB,13600.0,,,"{""provence_white"": 13600.0, ""provence_dark"": 14300.0}",1,PV-09-1,
ПРОВАНС,Provence,12,09-2,PV-09-2,,Зеркало напольное,В.1670 х Ш.650 х Гл.391,RUB,48900.0,,,"{""provence_white"": 48900.0, ""provence_dark"": 45200.0}",1,PV-09-2,
ПРОВАНС,Provence,13,05-2,PV-05-2,,Комод стандартный,В.902 х Ш.900 х Гл.572,RUB,66600.0,,,"{""provence_white"": 66600.0, ""provence_dark"": 69900.0}",1,PV-05-2,
ПРОВАНС,Provence,14,14-1,PV-14-1,,Кровать 1-сп. (90*190) без изножья,В.1063 х Ш.994 х Дл.2010,RUB,57600.0,,,"{""provence_white"": 57600.0, ""provence_dark"": 60500.0}",1,PV-14-1,
ПРОВАНС,Provence,15,14-2,PV-14-2,,Кровать 1-сп. (90*190) с тканью без изножья,В.1063 х Ш.994 х Дл.2010,RUB,57600.0,,,"{""provence_white"": 57600.0, ""provence_dark"": 60500.0}",0,,
ПРОВАНС,Provence,16,15-1,PV-15-1,,"Кровать 1,5-сп. (120*190) без изножья",В.1073 х Ш.1294 х Дл.2010,RUB,70300.0,,,"{""provence_white"": 70300.0, ""provence_dark"": 73800.0}",0,,
ПРОВАНС,Provence,17,15-2,PV-15-2,,"Кровать 1,5-сп. (120*190) с тканью без изножья",В.1073 х Ш.1294 х Дл.2010,RUB,70300.0,,,"{""provence_white"": 70300.0, ""provence_dark"": 73800.0}",0,,
ПРОВАНС,Provence,18,16-1,PV-16-1,,"Кровать 1,5-сп. (140*190) без изножья",В.1092 х Ш.1494 х Дл.2010,RUB,77300.0,,,"{""provence_white"": 77300.0, ""provence_dark"": 83200.0}",0,,
ПРОВАНС,Provence,19,16-2,PV-16-2,,"Кровать 1,5-сп. (140*190) с тканью без изножья",В.1092 х Ш.1494 х Дл.2010,RUB,77300.0,,,"{""provence_white"": 77300.0, ""provence_dark"": 81200.0}",0,,
ПРОВАНС,Provence,20,17-1,PV-17-1,,Кровать 2-сп. (160*200) без изножья,В.1111 х Ш.1694 х Дл.2110,RUB,79700.0,,,"{""provence_white"": 79700.0, ""provence_dark"": 85700.0}",1,PV-17-1,
ПРОВАНС,Provence,21,17-2,PV-17-2,,Кровать 2-сп. (160*200) с тканью без изножья,В.1111 х Ш.1694 х Дл.2110,RUB,79700.0,,,"{""provence_white"": 79700.0, ""provence_dark"": 85900.0}",0,,
ПРОВАНС,Provence,22,18-1,PV-18-1,,Кровать 2-сп. (180*200) без изножья,В.1121 х Ш.1894 х Дл.2110,RUB,82900.0,,,"{""provence_white"": 82900.0, ""provence_dark"": 87100.0}",1,PV-18-1,
ПРОВАНС,Provence,23,18-2,PV-18-2,,Кровать 2-сп. (180*200) с тканью без изножья,В.1121 х Ш.1894 х Дл.2110,RUB,82900.0,,,"{""provence_white"": 82900.0, ""provence_dark"": 87100.0}",0,,
ПРОВАНС,Provence,24,69-1,PV-69-1,,Полка книжная,В.318 х Ш.700 х Гл.245,RUB,7600.0,,,"{""provence_white"": 7600.0, ""provence_dark"": 7900.0}",1,PV-69-1,
ПРОВАНС,Provence,25,62-1,PV-62-1,,Стеллаж для книг,В.2080 х Ш.1200 х Гл.465,RUB,82100.0,,,"{""provence_white"": 82100.0, ""provence_dark"": 86300.0}",1,PV-62-1,
ПРОВАНС,Provence,26,65-5,PV-65-5,,Стол письменный 1-тумб. 0П,В.750 х Ш.1140 х Гл.647,RUB,68300.0,,,"{""provence_white"": 68300.0, ""provence_dark"": 71800.0}",1,PV-65-5,
ПРОВАНС,Provence,27,65-7,PV-65-7,,Стол письменный 1-тумб. 0Я,В.750 х Ш.1140 х Гл.647,RUB,83000.0,,,"{""provence_white"": 83000.0, ""provence_dark"": 87200.0}",1,PV-65-7,
ПРОВАНС,Provence,28,65-6,PV-65-6,,Стол письменный 1-тумб. П0,В.750 х Ш.1140 х Гл.647,RUB,68300.0,,,"{""provence_white"": 68300.0, ""provence_dark"": 71800.0}",1,PV-65-6,
ПРОВАНС,Provence,29,65-8,PV-65-8,,Стол письменный 1-тумб. Я0,В.750 х Ш.1140 х Гл.647,RUB,83000.0,,,"{""provence_white"": 83000.0, ""provence_dark"": 87200.0}",1,PV-65-8,
ПРОВАНС,Provence,30,66-6,PV-66-6,,Стол письменный 2-тумб. ПЯ,В.750 х Ш.1535 х Гл.700,RUB,103700.0,,,"{""provence_white"": 103700.0, ""provence_dark"": 108900.0}",1,PV-66-6,
ПРОВАНС,Provence,31,66-7,PV-66-7,,Стол письменный 2-тумб. ЯП,В.750 х Ш.1535 х Гл.700,RUB,103700.0,,,"{""provence_white"": 103700.0, ""provence_dark"": 108900.0}",1,PV-66-7,
ПРОВАНС,Provence,32,06-2,PV-06-2,,Столик туалетный,В.750/1150 х Ш.1202 х Гл.502,RUB,47300.0,,,"{""provence_white"": 47300.0, ""provence_dark"": 47900.0}",1,PV-06-2,
ПРОВАНС,Provence,33,43-1,PV-43-1,,Столик чайный,В.750 х Ш.600 х Дл.600,RUB,20500.0,,,"{""provence_white"": 20500.0, ""provence_dark"": 21500.0}",1,PV-43-1,
ПРОВАНС,Provence,34,23-1,PV-23-1,,Стул,В.905 х Ш.480 х Гл.460,RUB,24900.0,,,"{""provence_white"": 24900.0, ""provence_dark"": 26100.0}",1,PV-23-1,
ПРОВАНС,Provence,35,42-2,PV-42-2,,Тумба для телевизора,В.584 х Ш.1160 х Гл.476,RUB,47800.0,,,"{""provence_white"": 47800.0, ""provence_dark"": 50300.0}",1,PV-42-2,
ПРОВАНС,Provence,36,08-2,PV-08-2,,Тумбочка прикроватная,В.600 х Ш.530 х Гл.450,RUB,23300.0,,,"{""provence_white"": 23300.0, ""provence_dark"": 24500.0}",1,PV-08-2,
ПРОВАНС,Provence,37,08-3,PV-08-3,,Тумбочка прикроватная с 2 ящиками,В.600 х Ш.530 х Гл.450,RUB,34300.0,,,"{""provence_white"": 34300.0, ""provence_dark"": 36000.0}",0,,
ПРОВАНС,Provence,38,30-1,PV-30-1,,Часы,В.374* Ш.288* Гл.40,RUB,6000.0,,,"{""provence_white"": 6000.0, ""provence_dark"": 6000.0}",0,,
ПРОВАНС,Provence,39,02-1,PV-02-1,,Шкаф для одежды 2-дв.,В.2080 х Ш.1200 х Гл.631,RUB,141300.0,,,"{""provence_white"": 141300.0, ""provence_dark"": 148400.0}",1,PV-02-1,
ПРОВАНС,Provence,40,03-1,PV-03-1,,Шкаф для одежды 3-дв.,В.2140 х Ш.1735 х Гл.631,RUB,205700.0,,,"{""provence_white"": 205700.0, ""provence_dark"": 216000.0}",1,PV-03-1,
ПРОВАНС,Provence,41,61-1,PV-61-1,,Шкаф книжный,В.2080 х Ш.1200 х Гл.465,RUB,122100.0,,,"{""provence_white"": 122100.0, ""provence_dark"": 128200.0}",1,PV-61-1,
ПРОВАНС,Provence,42,68-2,PV-68-2,,Этажерка большая 6 полок,В.1770* Ш.885* Гл.362,RUB,58600.0,,,"{""provence_white"": 58600.0, ""provence_dark"": 59500.0}",1,PV-68-2,
ПРОВАНС,Provence,43,68-1,PV-68-1,,Этажерка малая 3 полки,В.800* Ш.480* Гл.350,RUB,17700.0,,,"{""provence_white"": 17700.0, ""provence_dark"": 15400.0}",1,PV-68-1,
ПРИНЦЕССА РОЗА,Princess Rose,8,PR-55-2,PR-55-2,,Банкетка большая,В.450 х Ш.850 х Гл.400,RUB,30700.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,9,PR-55-1,PR-55-1,,Банкетка малая,В.450 х Ш.470 х Гл.400,RUB,21300.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,10,PR-09-1,PR-09-1,,Зеркало навесное,В.800 х Ш.600 х Гл.30,RUB,15600.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,11,PR-09-2,PR-09-2,,Зеркало напольное,В.1670.Ш.650.Гл.391,RUB,49400.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,12,PR-84-2,PR-84-2,,Бортик к кровати большой,В.300 х Ш.1000 х Гл. 40,RUB,6300.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,13,PR-84-1,PR-84-1,,Бортик к кровати малый,В.300 х Ш.700 х Гл. 40,RUB,4700.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,14,PR-05-1,PR-05-1,,Комод стандартный (ручки Swarovski),В.902 х Ш.900 х Гл.572,RUB,78800.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,15,PR-95-1,PR-95-1,,Кровать - трансформер (80*150) с рисунком,В.1179 х Ш.906 х Дл.1806,RUB,126500.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,16,PR-95-2,PR-95-2,,Кровать - трансформер (80*150) без рисунка,В.1179 х Ш.906 х Дл.1806,RUB,125900.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,17,PR-95-3,PR-95-3,,Кровать - трансформер (80*150) с тканью,В.1179 х Ш.906 х Дл.1806,RUB,128600.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,18,PR-15-1,PR-15-1,,"Кровать 1,5-сп. (120*190) с рисунком,без изн.",В.1073 х Ш.1294 х Дл.2010,RUB,89300.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,19,PR-14-1,PR-14-1,,"Кровать 1-сп. (90*190) с рисунком, без изн.",В.1063 х Ш.994 х Дл.2010,RUB,66200.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,20,PR-16-1,PR-16-1,,"Кровать 1,5-сп.140*190 без изножья",В.1092.Ш1494.дл.2010,RUB,88900.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,21,PR-69-1,PR-69-1,,Полка книжная,В.318 х Ш.700 х Гл.245,RUB,8700.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,22,PR-62-1,PR-62-1,,Стеллаж для книг,В.2080 х Ш.1200 х Гл.465,RUB,94400.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,23,PR-65-5,PR-65-5,,Стол письменный 1-тумб. 0П (ручки СВАРОВСКИ),В.750 х Ш.1140 х Гл.647,RUB,78500.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,24,PR-65-7,PR-65-7,,Стол письменный 1-тумб. 0Я (ручки СВАРОВСКИ),В.750 х Ш.1140 х Гл.647,RUB,95400.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
