sheet,collection,excel_row,sku_raw,sku_normalized,demo_alias_sku,title,dimensions,currency,retail_solid,retail_black_gloss_bi,retail_ldsp,finish_prices,on_live_demo,demo_sku_match,note
ПРИНЦЕССА РОЗА,Princess Rose,25,PR-65-6,PR-65-6,,Стол письменный 1-тумб. П0 (ручки СВАРОВСКИ),В.750 х Ш.1140 х Гл.647,RUB,78500.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,26,PR-65-8,PR-65-8,,Стол письменный 1-тумб. Я0 (ручки СВАРОВСКИ),В.750 х Ш.1140 х Гл.647,RUB,95400.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,27,PR-66-6,PR-66-6,,Стол письменный 2-тумб. ПЯ (ручки СВАРОВСКИ),В.750 х Ш.1535 х Гл.700,RUB,119300.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,28,PR-66-7,PR-66-7,,Стол письменный 2-тумб. ЯП (ручки СВАРОВСКИ),В.750 х Ш.1535 х Гл.700,RUB,119300.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,29,PR-83-1,PR-83-1,,Столешница пеленальная съемная с рисунком,В.179 х Ш.881 х Гл.750,RUB,13800.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,30,PR-81-1,PR-81-1,,Столик  детский,В.520 х Ш.794 х Гл.590,RUB,27300.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,31,PR-06-1,PR-06-1,,Столик туалетный (ручки СВАРОВСКИ),В.850/1140 х Ш.1202 х Гл.502,RUB,52100.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,32,PR-23-1,PR-23-1,,Стул,В.905 х Ш.480 х Гл.460,RUB,29700.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,33,PR-82-1,PR-82-1,,Стульчик  детский с рисунком,В.580 х Ш.315 х Гл.327,RUB,15400.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,34,PR-42-1,PR-42-1,,Тумба для телевизора (ручки СВАРОВСКИ),В.584 х Ш.1160 х Гл.476,RUB,55000.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,35,PR-08-1,PR-08-1,,Тумбочка прикроватная (ручки СВАРОВСКИ),В.600 х Ш.530 х Гл.450,RUB,26800.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,36,PR-30-1,PR-30-1,,Часы,В.374 х Ш.288 х Гл.40,RUB,7100.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,37,PR-02-1,PR-02-1,,Шкаф для одежды 2-дв. с рисунком,В.2080 х Ш.1200 х Гл.631,RUB,162500.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,38,PR-03-1,PR-03-1,,Шкаф для одежды 3-дв. с рисунком,В.2140 х Ш.1735 х Гл.631,RUB,236600.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,39,PR-61-1,PR-61-1,,Шкаф книжный с рисунком,В.2080 х Ш.1200 х Гл.465,RUB,140400.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,40,PR-68-1,PR-68-1,,Этажерка малая 3 полки,В.800.Ш480.Гл.350,RUB,16900.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
ПРИНЦЕССА РОЗА,Princess Rose,41,PR-68-2,PR-68-2,,Этажерка большая 6 полок,В.1770.Ш.885.Гл.362,RUB,65100.0,,,,0,,Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,7,CO-05-1,CO-05-1,,Комод,В.810 x Ш.900 x Гл.560,RUB,39200.0,,,"{""country"": 39200.0, ""london"": 43100.0, ""paris"": 43100.0}",1,CO-05-1,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,8,CO-14-2,CO-14-2,,Кровать 1 сп. (90*190) с подъем мех,В.1100 x Ш.982 x Дл.1994,RUB,50100.0,,,"{""country"": 50100.0, ""london"": 55200.0, ""paris"": 55200.0}",1,CO-14-2,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,9,CO-15-2,CO-15-2,,"Кровать 1,5 сп. (120*190) с подъем мех",В.1150 x Ш.1282 x Дл.1990,RUB,62000.0,,,"{""country"": 62000.0, ""london"": 68200.0, ""paris"": 68200.0}",1,CO-15-2,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,10,CO-16-2,CO-16-2,,"Кровать 1,5 сп. (140*190) с подъем мех",В. 1150 x 1482 x 1990,RUB,70200.0,,,"{""country"": 70200.0, ""london"": 77200.0, ""paris"": 77200.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,11,CO-17-2,CO-17-2,,Кровать 2- сп. (160*200) с подъемн. мех.,В. 1150 x 1682 x 2090,RUB,78000.0,,,"{""country"": 78000.0, ""london"": 85800.0, ""paris"": 85800.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,12,CO-18-2,CO-18-2,,Кровать 2- сп. (180*200) с подъемн. мех.,В. 1150 x 1882 x 2090,RUB,85800.0,,,"{""country"": 85800.0, ""london"": 94400.0, ""paris"": 94400.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,13,CO-69-3,CO-69-3,,Надстройка для письменного стола,В.820 x Ш.1510 x Гл.300,RUB,24100.0,,,"{""country"": 24100.0, ""london"": 24100.0, ""paris"": 24100.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,14,CO-69-1,CO-69-1,,Полка книжная малая,В.350 x Ш.700 x Гл.160,RUB,4300.0,,,"{""country"": 4300.0, ""london"": 4700.0, ""paris"": 7500.0}",1,CO-69-1,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,15,CO-69-2,CO-69-2,,Полка книжная большая,В.350 x Ш.1100 x Гл.160,RUB,6800.0,,,"{""country"": 6800.0, ""london"": 7500.0, ""paris"": 7500.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,16,CO-69-4,CO-69-4,,Полка книжная большая с башенками,В.350 x Ш.1100 x Гл.160,RUB,0.0,,,"{""country"": 0.0, ""london"": 9500.0, ""paris"": 7500.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,17,CO-69-5,CO-69-5,,Полка книжная,В.350 x Ш.1100 x Гл.160,RUB,0.0,,,"{""country"": 0.0, ""london"": 0.0, ""paris"": 7500.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,18,CO-62-1,CO-62-1,,Стеллаж широкий,В.2200 x Ш.1200 x Гл.428,RUB,64300.0,,,"{""country"": 64300.0, ""london"": 70700.0, ""paris"": 70700.0}",1,CO-62-1,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,19,CO-62-2,CO-62-2,,Стеллаж узкий с дверью,В.1900 x Ш.412 x Гл.400,RUB,28300.0,,,"{""country"": 28300.0, ""london"": 31200.0, ""paris"": 31200.0}",1,CO-62-2,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,20,CO-62-3,CO-62-3,,Стеллаж узкий с ящиком,В.1900 x Ш.412 x Гл.400,RUB,32100.0,,,"{""country"": 32100.0, ""london"": 35300.0, ""paris"": 35300.0}",1,CO-62-3,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,21,CO-65-1,CO-65-1,,Стол письменный 1-тумб. 0П,В.780 x Ш.1132 x Гл.640,RUB,37500.0,,,"{""country"": 37500.0, ""london"": 41300.0, ""paris"": 41300.0}",1,CO-65-1,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,22,CO-65-2,CO-65-2,,Стол письменный 1-тумб. П0,В.780 x Ш.1132 x Гл.640,RUB,37500.0,,,"{""country"": 37500.0, ""london"": 41300.0, ""paris"": 41300.0}",1,CO-65-2,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,23,СО-65-3,СО-65-3,,Стол письменный 1-тумб. ОЯ,В.780 x Ш.1132 x Гл.640,RUB,45500.0,,,"{""country"": 45500.0, ""london"": 50100.0, ""paris"": 50100.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,24,СО-65-4,СО-65-4,,Стол письменный 1-тумб. ЯО,В.780 x Ш.1132 x Гл.640,RUB,45500.0,,,"{""country"": 45500.0, ""london"": 50100.0, ""paris"": 50100.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,25,CO-66-1,CO-66-1,,Стол письменный 2-тумб. ЯЯ,В.780 x Ш.1550 x Гл.700,RUB,52600.0,,,"{""country"": 52600.0, ""london"": 57800.0, ""paris"": 57800.0}",1,CO-66-1,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,26,CO-66-2,CO-66-2,,Стол письменный 2-тумб. ПЯ,В.780 x Ш.1550 x Гл.700,RUB,46300.0,,,"{""country"": 46300.0, ""london"": 51100.0, ""paris"": 51100.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,27,CO-66-3,CO-66-3,,Стол письменный 2-тумб.ЯП,В.780 x Ш.1550 x Гл.700,RUB,46300.0,,,"{""country"": 46300.0, ""london"": 51100.0, ""paris"": 51100.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,28,CO-83-1,CO-83-1,,Столешница пеленальная,в180х Ш881хГл.750,RUB,13100.0,,,"{""country"": 13100.0, ""london"": 14500.0, ""paris"": 14500.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,29,CO-d5,CO-D5,,Полка в  столы,Ш.398хГл.540хВ.18,RUB,3400.0,,,"{""country"": 3400.0, ""london"": 3400.0, ""paris"": 3400.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,30,CO-23-1,CO-23-1,,Стул,В.905 х Ш.480 х Дл.460,RUB,24800.0,,,"{""country"": 24800.0, ""london"": 27400.0, ""paris"": 27400.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,31,CO-08-1,CO-08-1,,Тумбочка прикроватная,В.600 x Ш.500 x Гл.440,RUB,16900.0,,,"{""country"": 16900.0, ""london"": 18600.0, ""paris"": 18600.0}",1,CO-08-1,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,32,CO-02-1,CO-02-1,,Шкаф для одежды 2-дв.,В.2200 x Ш.1200 x Гл.640,RUB,84600.0,,,"{""country"": 84600.0, ""london"": 93200.0, ""paris"": 93200.0}",1,CO-02-1,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,33,CO-03-1,CO-03-1,,Шкаф для одежды 3-дв.,В.2200 x Ш.1732 x Гл.640,RUB,154400.0,,,"{""country"": 154400.0, ""london"": 169900.0, ""paris"": 169900.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,34,CO-d4,CO-D4,,Полка в шкаф,дл.1084*гл 544*в18,RUB,8700.0,,,"{""country"": 8700.0, ""london"": 8700.0, ""paris"": 8700.0}",0,,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,35,CO-61-1,CO-61-1,,Шкаф книжный со стеклом,В.2200 x Ш.1200 x Гл.428,RUB,82000.0,,,"{""country"": 82000.0, ""london"": 90200.0, ""paris"": 90200.0}",1,CO-61-1,
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,36,CO-30-1,CO-30-1,,Часы,В.380 x Ш.260 x Гл.30,RUB,5400.0,,,"{""country"": 5400.0, ""london"": 6000.0, ""paris"": 6000.0}",0,,
Детали,Parts,9,CO-d-4,CO-D-4,,полка для шкафа 2х-дверного,1084*544*18,RUB,8700.0,,,,0,,spare_part
Детали,Parts,10,CO-d-5,CO-D-5,,полка в 1-тумб.стол ПО (ОП),398*540*18,RUB,3400.0,,,,0,,spare_part
Детали,Parts,11,LO-d-4,LO-D-4,,полка для шкафа 2х-дверного,1084*544*18,RUB,8700.0,,,,0,,spare_part
Детали,Parts,12,LO-d-5,LO-D-5,,полка в 1-тумб.стол ПО (ОП),398*540*18,RUB,3400.0,,,,0,,spare_part
Детали,Parts,13,MN-d1,MN-D1,,замок для высокой дверки,,RUB,3600.0,,,,0,,spare_part
Детали,Parts,14,MN-d2,MN-D2,,несъемная полка со штангой большая,В.18 х Ш.1168 х Гл.550,RUB,10900.0,,,,0,,spare_part
Детали,Parts,15,MN-d3,MN-D3,,несъемная полка со штангой малая,В.18 х Ш.575 х Гл.546,RUB,5400.0,,,,0,,spare_part
Детали,Parts,16,MN-d4,MN-D4,,съемная полка большая,В.18 х Ш.1166 х Гл.546,RUB,9500.0,,,,0,,spare_part
Детали,Parts,17,MN-d5,MN-D5,,съемная полка малая,В.18 х Ш.573 х Гл.546,RUB,4700.0,,,,0,,spare_part
Детали,Parts,18,MN-h1,MN-H1,,ручка-рейлинг большая,Дл.152 х Ш.22 х Гл.32,RUB,1200.0,,,,0,,spare_part
Детали,Parts,19,MN-h2,MN-H2,,ручка-рейлинг малая,Дл.120 х Ш.22 х Гл.32,RUB,1200.0,,,,0,,spare_part
Детали,Parts,20,MN-h3,MN-H3,,ручка-кнопка,Дл.66 х Ш.27 х Гл.25,RUB,400.0,,,,0,,spare_part
Детали,Parts,23,OL-d1,OL-D1,,штанга для шкафа 2-дв. (металл),Ш.1135 х Гл.30 х В.15,RUB,500.0,,,,0,,spare_part
Детали,Parts,24,OL-d2,OL-D2,,штанга для шкафа 1-дв. (металл),Ш.719 х Гл.30 х В.15,RUB,300.0,,,,0,,spare_part
Детали,Parts,25,OL-d3,OL-D3,,штанга для шкафа 3-дв. (металл),Ш.509 х Гл.30 х В.15,RUB,300.0,,,,0,,spare_part
Детали,Parts,26,OL-d4,OL-D4,,полка для шкафа 2-дв.,Ш.1138 х Гл.445 х В.18,RUB,7600.0,,,,0,,spare_part
Детали,Parts,27,OL-d5,OL-D5,,полка для шкафа 1-дв.,Ш.722 х Гл.550 х В.18,RUB,5900.0,,,,0,,spare_part
Детали,Parts,28,OL-d6,OL-D6,,полка для шкафа 3-дв.,Ш.512 х Гл.550 х В.18,RUB,4300.0,,,,0,,spare_part
Детали,Parts,29,OL-h2,OL-H2,,ручка-кольцо (бронза),Диам.45 х Гл.45,RUB,1800.0,,,,0,,spare_part
Детали,Parts,30,OL-h3,OL-H3,,ручка-кнопка (бронза),Диам.25 х Гл.19,RUB,1400.0,,,,0,,spare_part
Детали,Parts,31,OL-M-1,OL-M-1,,Медальон на кровать стандарт - F-398 - клевер.,,RUB,3500.0,,,,0,,spare_part
Детали,Parts,32,OX-d1,OX-D1,,Магнитная защелка на дверцу,,RUB,400.0,,,,0,,spare_part
Детали,Parts,33,R-1-1,R-1-1,,"Рамка дверная для шкафа Oliver, CO, итд.",,RUB,8900.0,,,,0,,spare_part
Детали,Parts,34,F-1-1,F-1-1,,Филенка дверная для шкафа без росписи,,RUB,9800.0,,,,0,,spare_part
Детали,Parts,35,D-1-1,D-1-1,,Дверь для шкафа в сборе без росписи,,RUB,18700.0,,,,0,,spare_part
Детали,Parts,36,PA-h1,PA-H1,,ручка дверная левая,Дл.110 х Ш.35 х Гл.32,RUB,6600.0,,,,0,,spare_part
Детали,Parts,37,PA-h2,PA-H2,,ручка дверная правая,Дл.110 х Ш.35 х Гл.32,RUB,6600.0,,,,0,,spare_part
Детали,Parts,38,PA-h3,PA-H3,,ручка-скоба,Дл.100 х Ш.55,RUB,3100.0,,,,0,,spare_part
Детали,Parts,39,PA-h4,PA-H4,,ручка-кнопка,Диам.30 х Гл.30,RUB,2600.0,,,,0,,spare_part
Детали,Parts,40,PR-h1,PR-H1,,ручка с кристаллом большая,Диам.35 х Гл.49,RUB,,,,,0,,spare_part; Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
Детали,Parts,41,PR-h2,PR-H2,,ручка с кристаллом средняя,Диам.30 х Гл.42,RUB,,,,,0,,spare_part; Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
Детали,Parts,42,PR-h3,PR-H3,,ручка с кристаллом малая,Диам.25 х Гл.36,RUB,,,,,0,,spare_part; Princess Rose PR-* is not live Provence PV-*. No global PR->PV.
Детали,Parts,43,WW-d12,WW-D12,,штанга для шкафа 3-дв. (металл),Ш.965 х Гл.30 х В.15,RUB,400.0,,,,0,,spare_part
Детали,Parts,44,WW-d13,WW-D13,,штанга для шкафа 2-дв. (металл),Ш.469 х Гл.30 х В.15,RUB,300.0,,,,0,,spare_part
Детали,Parts,45,WW-d14,WW-D14,,штанга для шкафа комб. (металл),Ш.458 х Гл.30 х В.15,RUB,300.0,,,,0,,spare_part
Детали,Parts,46,WW-d1,WW-D1,,штанга для шкафа 3-дв.(дерево),В.15.Ш.965.гл.30,RUB,1600.0,,,,0,,spare_part
Детали,Parts,47,WW-d2,WW-D2,,штанга для шкафа 2-дв. (дерево),В.15.Ш.468.гл.30,RUB,800.0,,,,0,,spare_part
Детали,Parts,48,WW-d3,WW-D3,,штанга для шкафа комбинир.(дерево),В.15.шю458.Гл.30,RUB,800.0,,,,0,,spare_part
Детали,Parts,49,WW-d4,WW-D4,,полка для шкафа 3-дв. (560),Ш.968 х Гл.480 х В.18,RUB,6900.0,,,,0,,spare_part
Детали,Parts,50,WW-d5,WW-D5,,полка для шкафа 3-дв. (440),Ш.968 х Гл.360 х В.18,RUB,5200.0,,,,0,,spare_part
Детали,Parts,51,WW-d6,WW-D6,,полка для шкафа 2-дв. (560),Ш.473 х Гл.480 х В.18,RUB,3300.0,,,,0,,spare_part
Детали,Parts,52,WW-d7,WW-D7,,полка для шкафа 2-дв.  (440),Ш.473 х Гл.360 х В.18,RUB,2500.0,,,,0,,spare_part
Детали,Parts,53,WW-d8,WW-D8,,полка большая для шкафа комб. (560),Ш.853 х Гл.480 х В.18,RUB,6100.0,,,,0,,spare_part
Детали,Parts,54,WW-d9,WW-D9,,полка большая для шкафа комб. (440),Ш.853 х Гл.360 х В.18,RUB,4600.0,,,,0,,spare_part
Детали,Parts,55,WW-d10,WW-D10,,полка малая для шкафа комб. (560),Ш.463 х Гл.480 х В.18,RUB,3300.0,,,,0,,spare_part
Детали,Parts,56,WW-d11,WW-D11,,полка малая для шкафа комб.  (440),Ш.463 х Гл.360 х В.18,RUB,2500.0,,,,0,,spare_part
Детали,Parts,57,WW-h1,WW-H1,,ручка-кнопка большая (дерево),Диам.45 х Гл.45,RUB,500.0,,,,0,,spare_part
Детали,Parts,58,WW-h2,WW-H2,,ручка-кнопка малая (дерево),Диам.38 х Гл.36,RUB,500.0,,,,0,,spare_part
Детали,Parts,59,WW-h3,WW-H3,,Ручка скоба нпа подложке 96 мм,,RUB,1000.0,,,,0,,spare_part
Детали,Parts,60,WW-h4,WW-H4,,Ручка кнопка старая бронза,,RUB,500.0,,,,0,,spare_part
Детали,Parts,61,WW-h5,WW-H5,,ручка-скоба,,RUB,,,,,0,,spare_part
Детали,Parts,62,WW-h6,WW-H6,,ручка-кнопка,,RUB,,,,,0,,spare_part
Детали,Parts,63,WW-h7,WW-H7,,ручка-скоба,,RUB,,,,,0,,spare_part
Детали,Parts,64,WW-h8,WW-H8,,ручка-скоба,,RUB,,,,,0,,spare_part
Детали,Parts,65,WW-h9,WW-H9,,ручка-кольцо малая,,RUB,,,,,0,,spare_part
Детали,Parts,66,WW-h10,WW-H10,,ручка-кольцо большая,,RUB,,,,,0,,spare_part
Детали,Parts,67,WW-h11,WW-H11,,ручка-скоба,,RUB,,,,,0,,spare_part
Детали,Parts,68,WW-h12,WW-H12,,ручка-кнопка,,RUB,,,,,0,,spare_part
Детали,Parts,69,WW-h13,WW-H13,,ручка-скоба,,RUB,,,,,0,,spare_part
Детали,Parts,70,WW-h14,WW-H14,,ручка-кнопка,,RUB,,,,,0,,spare_part
Детали,Parts,71,WW-h15,WW-H15,,ручка-капля,,RUB,,,,,0,,spare_part
Детали,Parts,72,WW-h16,WW-H16,,ручка-скоба,,RUB,,,,,0,,spare_part
Детали,Parts,73,WW-h17,WW-H17,,ручка-скоба большая,,RUB,,,,,0,,spare_part
Детали,Parts,74,WW-h18,WW-H18,,ручка-скоба малая,,RUB,,,,,0,,spare_part
Детали,Parts,75,WW-h19,WW-H19,,ручка-кнопка,,RUB,,,,,0,,spare_part
Детали,Parts,76,WW-h20,WW-H20,,ручка-скоба,,RUB,,,,,0,,spare_part
Аксессуары,Accessories,9,A-51-3,A-51-3,,Валик декоративный,780*210,RUB,5600.0,,,,0,,
Аксессуары,Accessories,10,A-50-1,A-50-1,,Подушка декоративная,400*400,RUB,2100.0,,,,0,,
Аксессуары,Accessories,11,A-50-2,A-50-2,,Подушка декоративная,500*500,RUB,2600.0,,,,0,,
Аксессуары,Accessories,12,A-07-1,A-07-1,,Сундук пиратский,В.340* Ш.510* Гл.320,RUB,20800.0,,,,0,,
Аксессуары,Accessories,13,A-31-1,A-31-1,,Шкатулка большая,В.190* Ш.355* Гл.235,RUB,15900.0,,,,0,,
Аксессуары,Accessories,14,A-31-3,A-31-3,,Шкатулка малая,В.50* Ш.150* Гл.150,RUB,5500.0,,,,0,,
Аксессуары,Accessories,15,A-31-4,A-31-4,,Шкатулка малая фигурная,В.50* Ш.150* Гл.150,RUB,5500.0,,,,0,,
Аксессуары,Accessories,16,A-31-2,A-31-2,,Шкатулка средняя,В.120* Ш.260* Гл.150,RUB,8400.0,,,,0,,
